1.240858301219267407e-01 1.372922749152395395e+45
1.244292004467734414e-01 1.366444393722701067e+45
1.247735209460255762e-01 1.365040664948098674e+45
1.251187942490079030e-01 1.368455294234909955e+45
1.254650229923180427e-01 1.371830688475729885e+45
1.258122098198505567e-01 1.365453050984152119e+45
1.261603573828162794e-01 1.363938669240913044e+45
1.265094683397613162e-01 1.367277862813002282e+45
1.268595453565916908e-01 1.370665362491778761e+45
1.272105911065874451e-01 1.364228221069790286e+45
1.275626082704260644e-01 1.362528376581877756e+45
1.279155995362061260e-01 1.365949507855963097e+45
1.282695675994615925e-01 1.369277667157858103e+45
1.286245151631865979e-01 1.362898186529089258e+45
1.289804449378549600e-01 1.361281414062673364e+45
1.293373596414398585e-01 1.364554737592648122e+45
1.296952619994388156e-01 1.367812628847101551e+45
1.300541547448882118e-01 1.361385609846144338e+45
1.304140406183872392e-01 1.359739678309514025e+45
1.307749223681221318e-01 1.363023255741166460e+45
1.311368027498806543e-01 1.366144133250094665e+45
1.314996845270774428e-01 1.359738277787821845e+45
1.318635704707740997e-01 1.358067568626576551e+45
1.322284633596992054e-01 1.361048572051567124e+45
1.325943659802739094e-01 1.364197032233439463e+45
1.329612811266266681e-01 1.357726316389417797e+45
1.333292116006178363e-01 1.355964060552479698e+45
1.336981602118643697e-01 1.358995478204234663e+45
1.340681297777547298e-01 1.362024017288640528e+45
1.344391231234747242e-01 1.355635719346521555e+45
1.348111430820280732e-01 1.354024871379059555e+45
1.351841924942567552e-01 1.356937148539820364e+45
1.355582742088673742e-01 1.360029502248591498e+45
1.359333910824460645e-01 1.353589081513664419e+45
1.363095459794838038e-01 1.351796789868330559e+45
1.366867417724014211e-01 1.354649217503619071e+45
1.370649813415650287e-01 1.357697236040147829e+45
1.374442675753112519e-01 1.351193539060029888e+45
1.378246033699727646e-01 1.349395663434990644e+45
1.382059916298934432e-01 1.352192510002034189e+45
1.385884352674553455e-01 1.355021025003506932e+45
1.389719372030995825e-01 1.348643221446116571e+45
1.393565003653476353e-01 1.346749665849193876e+45
1.397421276908281662e-01 1.349411323105144616e+45
1.401288221242926180e-01 1.352255135190590762e+45
1.405165866186412760e-01 1.345871029456133162e+45
1.409054241349489978e-01 1.344044901813409627e+45
1.412953376424811724e-01 1.346775460908787651e+45
1.416863301187208102e-01 1.349559992267759086e+45
1.420784045493902747e-01 1.343117096646346849e+45
1.424715639284728497e-01 1.341292430337175587e+45
1.428658112582401885e-01 1.343889636830897204e+45
1.432611495492684961e-01 1.346539922131992529e+45
1.436575818204646748e-01 1.340145528527144487e+45
1.440551110990931361e-01 1.338314165056353179e+45
1.444537404207918152e-01 1.340780328865994087e+45
1.448534728296000940e-01 1.343392278403000840e+45
1.452543113779806716e-01 1.337039742102847564e+45
1.456562591268419637e-01 1.335033410672278284e+45
1.460593191455660522e-01 1.337454998986772936e+45
1.464634945120250609e-01 1.340061851865005607e+45
1.468687883126082172e-01 1.333683801823466122e+45
1.472752036422488864e-01 1.331738042409637534e+45
1.476827436044413078e-01 1.334225201905392915e+45
1.480914113112687669e-01 1.336699779842763051e+45
1.485012098834263827e-01 1.330385737600564603e+45
1.489121424502435898e-01 1.328369830009255669e+45
1.493242121497130037e-01 1.330816938363101694e+45
1.497374221285070750e-01 1.333258263178179915e+45
1.501517755420056499e-01 1.326904312891747192e+45
1.505672755543237540e-01 1.324802977676953109e+45
1.509839253383286617e-01 1.327124580221984350e+45
1.514017280756687067e-01 1.329541506043118123e+45
1.518206869567952644e-01 1.323137229454983800e+45
1.522408051809920060e-01 1.321137590554007580e+45
1.526620859563920518e-01 1.323336447679111310e+45
1.530845325000071422e-01 1.325631265075893628e+45
1.535081480377500918e-01 1.319305568815730125e+45
1.539329358044640161e-01 1.317165611786765311e+45
1.543588990439398734e-01 1.319425719632935910e+45
1.547860410089447469e-01 1.321790107802454771e+45
1.552143649612506004e-01 1.315442777010753711e+45
1.556438741716515695e-01 1.313342308202617127e+45
1.560745719199940207e-01 1.315483912681203317e+45
1.565064614952003108e-01 1.317738896601291387e+45
1.569395461952925730e-01 1.311434714243585910e+45
1.573738293274231370e-01 1.309352653555385795e+45
1.578093142078920152e-01 1.311376794190031508e+45
1.582460041621760460e-01 1.313603291354202887e+45
1.586839025249581758e-01 1.307275577280669226e+45
1.591230126401453615e-01 1.305025879838725655e+45
1.595633378608990183e-01 1.307020509657681239e+45
1.600048815496593058e-01 1.309231558085505733e+45
1.604476470781698583e-01 1.302877106722785975e+45
1.608916378275082881e-01 1.300653346220379949e+45
1.613368571881046432e-01 1.302688896588730367e+45
1.617833085597707443e-01 1.304878981716923645e+45
1.622309953517304393e-01 1.298596478417956139e+45
1.626799209826376436e-01 1.296348639949732515e+45
1.631300888806075655e-01 1.298291203462305331e+45
1.635815024832418529e-01 1.300367876492339892e+45
1.640341652376532400e-01 1.294063344137044476e+45
1.644880806004974105e-01 1.291829136249499220e+45
1.649432520379911504e-01 1.293753419726420871e+45
1.653996830259431006e-01 1.295727228688623327e+45
1.658573770497841215e-01 1.289391553326428149e+45
1.663163376045859732e-01 1.287271691581112781e+45
1.667765681950932333e-01 1.289086064379627244e+45
